No.,VarAddr,VarName,VarValue,Timestamp,KindofData,is_ConnectedWifi
149,operationTimeRaw,operationTimeRaw,00:00:57,2024-01-29T11:59:34.138628,Counting,1
150,operationTimeRaw,operationTimeRaw,00:00:58,2024-01-29T11:59:35.166741,Counting,1
151,operationTimeRaw,operationTimeRaw,00:01:00,2024-01-29T11:59:36.234428,Counting,1
152,operationTimeRaw,operationTimeRaw,00:01:01,2024-01-29T11:59:37.328825,Counting,1
153,operationTimeRaw,operationTimeRaw,00:01:02,2024-01-29T11:59:38.371898,Counting,1
154,operationTimeRaw,operationTimeRaw,00:01:03,2024-01-29T11:59:39.395531,Counting,1
155,operationTimeRaw,operationTimeRaw,00:01:04,2024-01-29T11:59:40.423572,Counting,1
156,operationTimeRaw,operationTimeRaw,00:01:05,2024-01-29T11:59:41.474030,Counting,1
157,operationTimeRaw,operationTimeRaw,00:01:06,2024-01-29T11:59:42.506410,Counting,1
158,operationTimeRaw,operationTimeRaw,00:01:07,2024-01-29T11:59:43.548625,Counting,1
159,operationTimeRaw,operationTimeRaw,00:01:08,2024-01-29T11:59:44.590139,Counting,1
160,operationTimeRaw,operationTimeRaw,00:01:09,2024-01-29T11:59:45.609117,Counting,1
161,operationTimeRaw,operationTimeRaw,00:01:10,2024-01-29T11:59:46.630870,Counting,1
162,operationTimeRaw,operationTimeRaw,00:01:11,2024-01-29T11:59:47.678811,Counting,1
163,operationTimeRaw,operationTimeRaw,00:01:12,2024-01-29T11:59:48.697044,Counting,1
164,operationTimeRaw,operationTimeRaw,00:01:13,2024-01-29T11:59:49.723786,Counting,1
165,operationTimeRaw,operationTimeRaw,00:01:14,2024-01-29T11:59:50.759024,Counting,1
166,operationTimeRaw,operationTimeRaw,00:01:15,2024-01-29T11:59:51.785371,Counting,1
167,operationTimeRaw,operationTimeRaw,00:01:16,2024-01-29T11:59:52.822162,Counting,1
168,operationTimeRaw,operationTimeRaw,00:01:17,2024-01-29T11:59:53.876984,Counting,1
169,operationTimeRaw,operationTimeRaw,00:01:18,2024-01-29T11:59:54.906137,Counting,1
170,operationTimeRaw,operationTimeRaw,00:01:19,2024-01-29T11:59:55.934012,Counting,1
171,operationTimeRaw,operationTimeRaw,00:01:20,2024-01-29T11:59:56.969029,Counting,1
172,operationTimeRaw,operationTimeRaw,00:01:21,2024-01-29T11:59:57.997344,Counting,1
173,operationTimeRaw,operationTimeRaw,00:01:22,2024-01-29T11:59:59.029070,Counting,1
174,operationTimeRaw,operationTimeRaw,00:01:23,2024-01-29T12:00:00.059673,Counting,1
175,operationTimeRaw,operationTimeRaw,00:01:24,2024-01-29T12:00:01.089687,Counting,1
176,operationTimeRaw,operationTimeRaw,00:01:25,2024-01-29T12:00:02.123218,Counting,1
177,operationTimeRaw,operationTimeRaw,00:01:26,2024-01-29T12:00:03.162237,Counting,1
178,operationTimeRaw,operationTimeRaw,00:01:27,2024-01-29T12:00:04.214263,Counting,1
179,operationTimeRaw,operationTimeRaw,00:01:29,2024-01-29T12:00:05.247943,Counting,1
180,operationTimeRaw,operationTimeRaw,00:01:30,2024-01-29T12:00:06.279428,Counting,1
181,operationTimeRaw,operationTimeRaw,00:01:31,2024-01-29T12:00:07.304655,Counting,1
182,operationTimeRaw,operationTimeRaw,00:01:32,2024-01-29T12:00:08.336709,Counting,1
183,operationTimeRaw,operationTimeRaw,00:01:33,2024-01-29T12:00:09.379610,Counting,1
184,operationTimeRaw,operationTimeRaw,00:01:34,2024-01-29T12:00:10.399844,Counting,1
185,operationTimeRaw,operationTimeRaw,00:01:35,2024-01-29T12:00:11.439442,Counting,1
186,operationTimeRaw,operationTimeRaw,00:01:36,2024-01-29T12:00:12.482732,Counting,1
187,operationTimeRaw,operationTimeRaw,00:01:37,2024-01-29T12:00:13.529073,Counting,1
188,operationTimeRaw,operationTimeRaw,00:01:38,2024-01-29T12:00:14.560815,Counting,1
189,operationTimeRaw,operationTimeRaw,00:01:39,2024-01-29T12:00:15.585913,Counting,1
190,operationTimeRaw,operationTimeRaw,00:01:40,2024-01-29T12:00:16.632548,Counting,1
191,M61,S1_BF_JAM_T2_X25,0,2024-01-29T12:00:17.448053,Alarm,1
192,M62,S1_BF_JAM_T3_X26,0,2024-01-29T12:00:17.528434,Alarm,1
193,operationTimeRaw,operationTimeRaw,00:01:41,2024-01-29T12:00:17.864210,Counting,1
194,operationTimeRaw,operationTimeRaw,00:01:42,2024-01-29T12:00:18.889675,Counting,1
195,operationTimeRaw,operationTimeRaw,00:01:43,2024-01-29T12:00:19.914088,Counting,1
196,operationTimeRaw,operationTimeRaw,00:01:44,2024-01-29T12:00:20.937732,Counting,1
197,M60,S1_BF_JAM_T1_X24,0,2024-01-29T12:00:21.147741,Alarm,1
198,operationTimeRaw,operationTimeRaw,00:01:45,2024-01-29T12:00:21.968170,Counting,1
199,operationTimeRaw,operationTimeRaw,00:01:46,2024-01-29T12:00:23.019981,Counting,1
200,operationTimeRaw,operationTimeRaw,00:01:47,2024-01-29T12:00:24.058848,Counting,1
201,operationTimeRaw,operationTimeRaw,00:01:48,2024-01-29T12:00:25.078243,Counting,1
202,operationTimeRaw,operationTimeRaw,00:01:49,2024-01-29T12:00:26.119797,Counting,1
203,operationTimeRaw,operationTimeRaw,00:01:50,2024-01-29T12:00:27.174195,Counting,1
204,operationTimeRaw,operationTimeRaw,00:01:51,2024-01-29T12:00:28.212105,Counting,1
205,operationTimeRaw,operationTimeRaw,00:01:53,2024-01-29T12:00:29.244120,Counting,1
206,operationTimeRaw,operationTimeRaw,00:01:54,2024-01-29T12:00:30.271070,Counting,1
207,operationTimeRaw,operationTimeRaw,00:01:55,2024-01-29T12:00:31.307026,Counting,1
208,operationTimeRaw,operationTimeRaw,00:01:56,2024-01-29T12:00:32.340906,Counting,1
209,operationTimeRaw,operationTimeRaw,00:01:57,2024-01-29T12:00:33.379825,Counting,1
210,operationTimeRaw,operationTimeRaw,00:01:58,2024-01-29T12:00:34.422218,Counting,1
211,operationTimeRaw,operationTimeRaw,00:01:59,2024-01-29T12:00:35.447865,Counting,1
0,0,machineStatus,0,2024-01-29T12:01:03.660361,MachineStatus,1
1,D4100,S2_HUB_ABSENT_TR1,12,2024-01-29T12:01:04.924443,Checking,1
2,M31,LOW_AIR_PRESSURE,0,2024-01-29T12:01:04.932446,Alarm,1
3,D2116,S8_OFF_SET_TR1,0.0,2024-01-29T12:01:04.940427,Setting,1
4,D930,JOB_MIN,54,2024-01-29T12:01:04.952422,Counting,1
5,D4104,S6_FILTER_ABSENT_TR1,5,2024-01-29T12:01:05.013109,Checking,1
6,M32,EMERGENCY_STOP_PRESSED,0,2024-01-29T12:01:05.021111,Alarm,1
7,D4040,goodProductRaw,65,2024-01-29T12:01:05.029109,Counting,1
8,D2124,S8_MINIMUM_HEIGHT_VALUE_TR1,1.0,2024-01-29T12:01:05.037129,Setting,1
9,M33,INDEX_MOTOR_OVERLOAD_X11,0,2024-01-29T12:01:05.101657,Alarm,1
10,D4076,EFF,80,2024-01-29T12:01:05.109672,Counting,1
11,D2128,S8_MAXIMUM_HEIGHT_VALUE_TR1,6.0,2024-01-29T12:01:05.117664,Setting,1
12,D4108,S8_FLOW_CHK_FAIL_TR1,0,2024-01-29T12:01:05.125640,Checking,1
13,D5040,ACT_BATCH_CNT,65,2024-01-29T12:01:05.189751,Counting,1
14,M34,INDEX_JAM,0,2024-01-29T12:01:05.197745,Alarm,1
15,D4116,S2_HUB_ABSENT_TR2,12,2024-01-29T12:01:05.261744,Checking,1
16,D3116,S8_OFF_SET_TR2,0.0,2024-01-29T12:01:05.275555,Setting,1
17,D5070,SET_BATCH_QTY,10000,2024-01-29T12:01:05.278101,Counting,1
18,M35,MACHINE_AUTO_MODE,0,2024-01-29T12:01:05.294118,Alarm,1
19,D3124,S8_MINIMUM_HEIGHT_VALUE_TR2,1.0,2024-01-29T12:01:05.358681,Setting,1
20,M70,M70,0,2024-01-29T12:01:05.366705,Alarm,1
21,D4050,errorProduct,16,2024-01-29T12:01:05.375225,Counting,1
22,D4120,S6_FILTER_ABSENT_TR2,5,2024-01-29T12:01:05.383553,Checking,1
23,D4060,productCount,81,2024-01-29T12:01:05.447594,Counting,1
24,D3128,S8_MAXIMUM_HEIGHT_TR2,6.0,2024-01-29T12:01:05.455577,Setting,1
25,M36,COMMUNICATION_ALARM,0,2024-01-29T12:01:05.463575,Alarm,1
26,D4124,S8_FLOW_CHK_FAIL_TR2,1,2024-01-29T12:01:05.471591,Checking,1
27,D4000,GOOD_CNT_TR1,22,2024-01-29T12:01:05.535666,Counting,1
28,M37,B_F_SWITCH_NOT_ON,0,2024-01-29T12:01:05.559663,Alarm,1
29,D4132,S2_HUB_ABSENT_TR3,12,2024-01-29T12:01:05.559663,Checking,1
30,D5116,S8_OFF_SET_TR3,0.0,2024-01-29T12:01:05.559663,Setting,1
31,D4004,GOOD_CNT_TR2,21,2024-01-29T12:01:05.623667,Counting,1
32,D4136,S6_FILTER_ABSENT_TR3,5,2024-01-29T12:01:05.631280,Checking,1
33,M52,L_F_SWITCH_NOT_ON,0,2024-01-29T12:01:05.639306,Alarm,1
34,D5124,S8_MINIMUM_HEIGHT_VALUE_TR3,1.0,2024-01-29T12:01:05.655303,Setting,1
35,D4008,GOOD_CNT_TR3,22,2024-01-29T12:01:05.711399,Counting,1
36,M38,S1_STATION_NT_HOME_X20_X21,0,2024-01-29T12:01:05.719418,Alarm,1
37,D4140,S8_FLOW_CHK_FAIL_TR3,0,2024-01-29T12:01:05.727398,Checking,1
38,D4054,TOTAL_CNT_TR1,27,2024-01-29T12:01:05.792334,Counting,1
39,M71,S1_HORZ_SLIDE_NOT_REV_X20,0,2024-01-29T12:01:05.799951,Alarm,1
40,D5128,S8_MAXIMUM_HEIGHT_VALUE_TR3,6.0,2024-01-29T12:01:05.815956,Setting,1
41,operationTimeRaw,operationTimeRaw,00:00:02,2024-01-29T12:01:05.871969,Counting,1
42,D4056,TOTAL_CNT_TR2,27,2024-01-29T12:01:05.880038,Counting,1
43,M39,S1_SING_SLD_NT_REV_X22,0,2024-01-29T12:01:05.896062,Alarm,1
44,M40,S1_SING_VERT_SLD_NT_DN_X23,0,2024-01-29T12:01:05.968476,Alarm,1
45,D4058,TOTAL_CNT_TR3,27,2024-01-29T12:01:05.976018,Counting,1
46,M41,S2_VERT_CYL_NT_UP_X27,0,2024-01-29T12:01:06.040891,Alarm,1
47,D4150,BAD_CNT_TR1,5,2024-01-29T12:01:06.048568,Counting,1
48,M42,S4_FILTER_CUT_VERT_CYL_NT_DN_X33,0,2024-01-29T12:01:06.128657,Alarm,1
49,D4154,BAD_CNT_TR2,6,2024-01-29T12:01:06.136664,Counting,1
50,M43,S4_STATION_NT_HOME_X34_X35,0,2024-01-29T12:01:06.208676,Alarm,1
51,D4158,BAD_CNT_TR3,5,2024-01-29T12:01:06.216345,Counting,1
52,D2120,S8_TOTAL_HEIGHT_TR1,0.0,2024-01-29T12:01:06.288493,Counting,1
53,M63,MODEL_NOT_SELECTED,0,2024-01-29T12:01:06.296471,Alarm,1
54,M72,S4_HORZ_SLIDE_NOT_REV_X34,0,2024-01-29T12:01:06.368582,Alarm,1
55,D3120,S8_TOTAL_HEIGHT_TR2,0,2024-01-29T12:01:06.376965,Counting,1
56,D5120,S8_TOTAL_HEIGHT_TR3,0.0,2024-01-29T12:01:06.449348,Counting,1
57,M73,WORK_HOLDER_CLEAR,0,2024-01-29T12:01:06.465020,Alarm,1
58,M44,S4_FILTER_HLD_VERT_CYL_NT_DN_X36_T1,0,2024-01-29T12:01:06.545175,Alarm,1
59,M45,S4_FILTER_HLD_VERT_CYL_NT_DN_X37_T2,0,2024-01-29T12:01:06.612352,Alarm,1
60,M46,S8_STOPPER_VERT_SLD_NT_UP_X50,0,2024-01-29T12:01:06.701738,Alarm,1
61,M47,S8_VERT_SLD_NT_DN_X51,0,2024-01-29T12:01:06.781565,Alarm,1
62,M55,MANUAL_CONTROL_ON,0,2024-01-29T12:01:06.877669,Alarm,1
63,operationTimeRaw,operationTimeRaw,00:00:03,2024-01-29T12:01:06.901714,Counting,1
64,M48,S10_S11_STATION_NT_HOME_X60_X61,0,2024-01-29T12:01:06.949687,Alarm,1
65,M4000,EJECTION_FLG_TR1,0,2024-01-29T12:01:07.046033,Alarm,1
66,M4001,EJECTION_FLG_TR2,0,2024-01-29T12:01:07.105008,Alarm,1
67,M4002,EJECTION_FLG_TR3,0,2024-01-29T12:01:07.159124,Alarm,1
68,M49,S12_JOB_NT_EJECTED_T1_X62,0,2024-01-29T12:01:07.244246,Alarm,1
69,M50,S12_JOB_NT_EJECTED_T2_X63,0,2024-01-29T12:01:07.348890,Alarm,1
70,M51,S12_JOB_NT_EJECTED_T3_X64,0,2024-01-29T12:01:07.428584,Alarm,1
71,M56,S7_HORZ_CYL_NOT_REV,0,2024-01-29T12:01:07.527122,Alarm,1
72,M57,S12_EJECTION_SLIDE_NOT_REV,0,2024-01-29T12:01:07.591235,Alarm,1
73,M58,S7_WH_PIN_LIFT_CYL_NOT_UP,0,2024-01-29T12:01:07.689470,Alarm,1
74,M53,S7_WELD_NT_RDY,0,2024-01-29T12:01:07.778119,Alarm,1
75,M54,S7_WELD_NT_HOME,0,2024-01-29T12:01:07.836733,Alarm,1
76,M66,S7_WELDING_MC_ALARM,0,2024-01-29T12:01:07.911928,Alarm,1
77,operationTimeRaw,operationTimeRaw,00:00:04,2024-01-29T12:01:07.941158,Counting,1
78,M67,S7_WELDING_UNIT_NOT_READY,0,2024-01-29T12:01:08.014201,Alarm,1
79,M59,BATCH_QTY_XCD,0,2024-01-29T12:01:08.100422,Alarm,1
80,M75,FRONT_DOOR_OPEN,0,2024-01-29T12:01:08.181569,Alarm,1
81,M76,REAR_DOOR_OPEN,0,2024-01-29T12:01:08.276094,Alarm,1
82,M77,RIGHT_DOOR_OPEN,0,2024-01-29T12:01:08.341377,Alarm,1
83,M78,BACK_DOOR_OPEN,0,2024-01-29T12:01:08.422464,Alarm,1
84,M174,ALL_MISS_CNT,0,2024-01-29T12:01:08.510528,Alarm,1
85,M60,S1_BF_JAM_T1_X24,1,2024-01-29T12:01:08.582082,Alarm,1
86,M61,S1_BF_JAM_T2_X25,1,2024-01-29T12:01:08.670146,Alarm,1
87,M62,S1_BF_JAM_T3_X26,1,2024-01-29T12:01:08.758596,Alarm,1
88,operationTimeRaw,operationTimeRaw,00:00:05,2024-01-29T12:01:08.965564,Counting,1
89,operationTimeRaw,operationTimeRaw,00:00:06,2024-01-29T12:01:10.012669,Counting,1
90,operationTimeRaw,operationTimeRaw,00:00:07,2024-01-29T12:01:11.042940,Counting,1
91,M60,S1_BF_JAM_T1_X24,0,2024-01-29T12:01:11.991168,Alarm,1
92,M61,S1_BF_JAM_T2_X25,0,2024-01-29T12:01:12.079192,Alarm,1
93,operationTimeRaw,operationTimeRaw,00:00:08,2024-01-29T12:01:12.087234,Counting,1
94,M62,S1_BF_JAM_T3_X26,0,2024-01-29T12:01:12.151292,Alarm,1
95,operationTimeRaw,operationTimeRaw,00:00:09,2024-01-29T12:01:13.129879,Counting,1
96,operationTimeRaw,operationTimeRaw,00:00:10,2024-01-29T12:01:14.162692,Counting,1
97,operationTimeRaw,operationTimeRaw,00:00:11,2024-01-29T12:01:15.198221,Counting,1
98,operationTimeRaw,operationTimeRaw,00:00:12,2024-01-29T12:01:16.223708,Counting,1
99,operationTimeRaw,operationTimeRaw,00:00:13,2024-01-29T12:01:17.268154,Counting,1
100,operationTimeRaw,operationTimeRaw,00:00:14,2024-01-29T12:01:18.305539,Counting,1
101,operationTimeRaw,operationTimeRaw,00:00:15,2024-01-29T12:01:19.344224,Counting,1
102,operationTimeRaw,operationTimeRaw,00:00:16,2024-01-29T12:01:20.385182,Counting,1
103,operationTimeRaw,operationTimeRaw,00:00:17,2024-01-29T12:01:21.414734,Counting,1
104,operationTimeRaw,operationTimeRaw,00:00:18,2024-01-29T12:01:22.441133,Counting,1
105,operationTimeRaw,operationTimeRaw,00:00:19,2024-01-29T12:01:23.480921,Counting,1
106,operationTimeRaw,operationTimeRaw,00:00:20,2024-01-29T12:01:24.502618,Counting,1
107,operationTimeRaw,operationTimeRaw,00:00:21,2024-01-29T12:01:25.535139,Counting,1
108,operationTimeRaw,operationTimeRaw,00:00:22,2024-01-29T12:01:26.571275,Counting,1
109,operationTimeRaw,operationTimeRaw,00:00:23,2024-01-29T12:01:27.611879,Counting,1
110,operationTimeRaw,operationTimeRaw,00:00:25,2024-01-29T12:01:28.653343,Counting,1
111,operationTimeRaw,operationTimeRaw,00:00:26,2024-01-29T12:01:29.692598,Counting,1
112,operationTimeRaw,operationTimeRaw,00:00:27,2024-01-29T12:01:30.729151,Counting,1
113,operationTimeRaw,operationTimeRaw,00:00:28,2024-01-29T12:01:31.750215,Counting,1
114,operationTimeRaw,operationTimeRaw,00:00:29,2024-01-29T12:01:32.779987,Counting,1
115,operationTimeRaw,operationTimeRaw,00:00:30,2024-01-29T12:01:33.802725,Counting,1
116,operationTimeRaw,operationTimeRaw,00:00:31,2024-01-29T12:01:34.845076,Counting,1
117,operationTimeRaw,operationTimeRaw,00:00:32,2024-01-29T12:01:35.859591,Counting,1
118,operationTimeRaw,operationTimeRaw,00:00:33,2024-01-29T12:01:36.890057,Counting,1
119,operationTimeRaw,operationTimeRaw,00:00:34,2024-01-29T12:01:37.929213,Counting,1
120,operationTimeRaw,operationTimeRaw,00:00:35,2024-01-29T12:01:38.972075,Counting,1
121,operationTimeRaw,operationTimeRaw,00:00:36,2024-01-29T12:01:40.011719,Counting,1
122,operationTimeRaw,operationTimeRaw,00:00:37,2024-01-29T12:01:41.040809,Counting,1
123,operationTimeRaw,operationTimeRaw,00:00:38,2024-01-29T12:01:42.065647,Counting,1
124,operationTimeRaw,operationTimeRaw,00:00:39,2024-01-29T12:01:43.088068,Counting,1
125,operationTimeRaw,operationTimeRaw,00:00:40,2024-01-29T12:01:44.130671,Counting,1
